Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
102	135.74883	2.0130897	137.68727	132.91629	1000.0	14.1013775	1.8108127	17.914715	-29.285732	412000	1.3232231e-08	2.1300173	-0.015460424	-0.5942905	0.2722241	0.010513597	0.14225	79.0	949.9869287014008
103	142.4978	5.005556	147.98601	134.46321	1000.0	14.143734	1.6602468	17.893192	10.165392	416000	4.768372e-10	1.6817439	-0.017647693	-0.22978902	0.26554063	0.006887457	0.1265	79.0	960.6790242195129
104	144.439	5.372694	152.12956	137.75777	1000.0	14.648124	1.6763452	18.517138	10.0755005	420000	-2.8133393e-08	2.4337795	-0.022361018	-0.15661168	0.24909371	0.012985252	0.13925	79.0	971.4738864898682
105	131.60103	6.4437594	142.09375	125.328865	1000.0	14.669092	2.0185783	18.614836	-24.973066	424000	5.841255e-09	4.782779	-0.0111544905	-1.9279277	0.24682298	0.015079405	0.16225	13.0	979.6418151855469
106	87.771324	110.16427	164.83514	-101.95692	779.25	12.827166	10.171859	17.769178	-84.02256	428000	8.3446505e-10	43.439007	-0.01017528	-31.672508	0.24382906	0.016237732	0.18475	9.0	987.6280093193054
107	31.61434	116.92878	155.92482	-93.64312	582.5	10.019822	17.748756	18.826298	-84.680115	432000	-8.106232e-09	87.739395	-0.0033215221	-33.81048	0.24230455	0.016769843	0.25325	4.0	996.9108684062958
108	-7.779236	115.78057	152.34477	-100.32339	452.875	4.1067758	25.018421	17.39361	-87.718506	436000	9.536743e-09	70.94236	-0.003344816	-23.704948	0.24208432	0.015881265	0.22475	2.0	1005.3067419528961
109	131.79514	10.33443	146.05688	116.991425	1000.0	13.953464	3.7417598	17.839565	-22.173115	440000	4.5895576e-09	13.965779	2.8641223e-05	-11.666879	0.24201338	0.015529611	0.21475	2.0	1013.5907638072968
110	136.00546	2.8020558	140.66702	133.30185	1000.0	13.933426	1.8391217	17.369303	7.994324	444000	-7.510185e-09	2.609839	-0.018698437	-0.32423902	0.24190946	0.01515589	0.1295	76.0	1022.7782597541809
111	148.44623	5.6777997	154.05017	139.46552	1000.0	14.339925	2.0284417	21.306221	9.828485	448000	5.6028364e-09	3.389383	-0.017521765	-1.0348628	0.22686741	0.011067892	0.12575	79.0	1031.8633716106415
112	136.78381	7.5379033	146.04666	128.87634	1000.0	14.930643	2.0140038	21.227333	9.883806	452000	6.556511e-09	1.9582721	-0.021181427	-0.602414	0.22171484	0.0107491035	0.16575	79.0	1041.3423285484314
113	147.46967	8.175998	154.1444	133.61406	1000.0	14.216481	2.0106292	21.238155	4.9186378	456000	1.4513731e-08	3.3619804	-0.021335864	-0.545599	0.20520025	0.010788714	0.1515	79.0	1050.9477865695953
114	86.11617	110.33693	159.42528	-104.713394	823.25	12.159074	13.93394	22.132477	-89.718315	460000	5.2452087e-09	44.92762	-0.007042995	-29.054188	0.18834215	0.015195329	0.2105	11.0	1059.3184831142426
115	145.23387	11.678996	160.64133	129.46214	1000.0	15.192767	2.1403894	20.919712	-0.42672896	464000	-7.2717667e-09	3.6800733	-0.0044269525	-0.84551764	0.18932937	0.017092643	0.151	3.0	1067.4632587432861
