Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
70	51.63022	2.1197188	54.273197	48.497574	56.20932	3.5396652	60.148384	49.702644	1000.0	1000.0	279999	10.072724	10.669853	47.49368	-15.234633	10.07276	10.669671	47.61971	-15.384527	-10.138842	0.037326843	3631.008352279663
71	51.858284	3.4796815	56.611584	48.34164	57.427254	3.3973958	60.763454	51.773373	1000.0	1000.0	283999	9.784258	10.67636	47.69877	-14.889387	9.784248	10.676314	47.73233	-15.158311	-9.846444	0.037417717	3677.3778829574585
72	52.162907	2.289913	56.113472	50.536938	48.85195	1.0188874	50.95165	47.26434	1000.0	1000.0	287999	9.523555	10.719456	47.88583	-14.299341	9.523608	10.719334	47.835556	-14.428371	-9.577302	0.036053184	3721.0525765419006
73	48.1696	2.504934	51.687687	44.96368	52.46047	0.8876784	54.02141	51.067	1000.0	1000.0	291999	9.304421	10.7692175	48.348045	-13.729603	9.304441	10.769172	48.40632	-13.08055	-9.368237	0.03614174	3762.5944867134094
74	50.2388	1.5618901	52.6901	48.353165	49.619846	2.7494335	56.286934	46.239227	1000.0	1000.0	295999	9.033023	10.756792	48.418453	-11.639208	9.03303	10.756776	48.488358	-11.490713	-9.094516	0.034362752	3804.4372277259827
75	52.827324	0.6453829	53.59681	51.941162	57.471283	4.6089525	64.77482	52.534706	1000.0	1000.0	299999	8.792601	10.752672	48.489334	-15.05566	8.792611	10.752679	48.402214	-15.645895	-8.853041	0.035394073	3849.0825333595276
76	52.6781	2.2878134	56.277157	50.622902	49.38934	2.5693645	53.793594	46.73806	1000.0	1000.0	303999	8.518689	10.693248	48.07124	-22.374002	8.518714	10.693227	48.18179	-22.371641	-8.603574	0.036033828	3893.1861407756805
77	48.071293	1.3386216	49.68001	46.242	46.682068	1.0957716	49.147842	45.394283	1000.0	1000.0	307999	8.268436	10.720547	47.699787	-24.604248	8.268447	10.720528	47.65115	-24.704332	-8.337918	0.03578031	3938.9005587100983
78	48.75031	2.876434	52.635548	45.259964	55.396873	0.84699285	56.53703	53.91368	1000.0	1000.0	311999	8.084414	10.766976	47.29874	-28.844002	8.084436	10.766902	47.333973	-28.74841	-8.131603	0.035403732	3982.638140439987
79	56.425076	0.923197	57.99849	55.65938	54.723595	1.1177756	56.700634	53.40298	1000.0	1000.0	315999	7.913039	10.760714	47.11915	-29.874176	7.91306	10.760578	47.094997	-29.888803	-7.984282	0.03688669	4029.8764498233795
80	53.493515	0.9148461	54.819393	52.2546	51.54057	6.175786	57.79794	42.937984	1000.0	1000.0	319999	7.6836867	10.674796	46.452435	-34.401936	7.683695	10.674717	46.32799	-34.91264	-7.710502	0.036624502	4081.503028154373
81	53.621395	1.2748625	54.949875	52.116177	53.266357	1.7836225	56.427917	50.93573	1000.0	1000.0	323999	7.533525	10.669651	45.97302	-37.730495	7.5335345	10.669544	45.95973	-38.017567	-7.5632315	0.036620963	4123.08216547966
